id,price_amount,marketing_carrier_name,origin_place_name,origin_place_iata,destination_place_name,destination_place_iata,departure_datetime,arrival_datetime,departure_query,arrival_query,segment_count,total_flight_duration
16029-2305221640--32339-1-14213-2305231555,224.33,Etihad Airways > Etihad Airways,Riyadh > Abu Dhabi International,RUH > AUH,Abu Dhabi International > Manila Ninoy Aquino,AUH > MNL,2023-05-22 16:40:00,2023-05-23 15:55:00,RUH,MNL,2,650
16029-2305221640--32339-1-9970-2305230820,508.57,Etihad Airways > Etihad Airways,Riyadh > Abu Dhabi International,RUH > AUH,Abu Dhabi International > Bangkok Suvarnabhumi,AUH > BKK,2023-05-22 16:40:00,2023-05-23 08:20:00,RUH,BKK,2,495
16029-2305221700--32714-1-10901-2305230815,115.68,Air Arabia > Air Arabia,Riyadh > Sharjah,RUH > SHJ,Sharjah > Hazrat Shahjalal International Airport ,SHJ > DAC,2023-05-22 17:00:00,2023-05-23 08:15:00,RUH,DAC,2,390
16029-2305221700--32714-1-11089-2305230855,307.67,Air Arabia > Air Arabia,Riyadh > Sharjah,RUH > SHJ,Sharjah > Hamad International,SHJ > DOH,2023-05-22 17:00:00,2023-05-23 08:55:00,RUH,DOH,2,165
16029-2305221700--32714-1-12042-2305231555,262.52,Air Arabia > Air Arabia,Riyadh > Sharjah,RUH > SHJ,Sharjah > Baku Heydar Aliyev International,SHJ > GYD,2023-05-22 17:00:00,2023-05-23 15:55:00,RUH,GYD,2,285
16029-2305221700--32714-1-13288-2305230920,155.4,Air Arabia > Air Arabia,Riyadh > Sharjah,RUH > SHJ,Sharjah > Kathmandu,SHJ > KTM,2023-05-22 17:00:00,2023-05-23 09:20:00,RUH,KTM,2,355
"16029-2305221800--31896,-32439-2-12071-2305231445",521.03,Saudia > China Southern > China Southern,Riyadh > Dubai > Guangzhou,RUH > DXB > CAN,Dubai > Guangzhou > Hanoi,DXB > CAN > HAN,2023-05-22 18:00:00,2023-05-23 14:45:00,RUH,HAN,3,705
"16029-2305221800--31896,-32690-1-15277-2305231210",824.4,Saudia > Air China,Riyadh > Dubai,RUH > DXB,Dubai > Beijing Capital,DXB > PEK,2023-05-22 18:00:00,2023-05-23 12:10:00,RUH,PEK,2,600
16029-2305221800--31896-0-9715-2305221915,428.01,Saudia,Riyadh,RUH,Bahrain,BAH,2023-05-22 18:00:00,2023-05-22 19:15:00,RUH,BAH,1,75
"16029-2305221800--32257,-32433-4-11001-2305241225",1033.16,Gulf Air > Gulf Air > Gulf Air > Citilink > Citilink,Riyadh > Bahrain > Abu Dhabi International > Soekarno-Hatta > Bali (Denpasar),RUH > BAH > AUH > CGK > DPS,Bahrain > Abu Dhabi International > Soekarno-Hatta > Bali (Denpasar) > Dili,BAH > AUH > CGK > DPS > DIL,2023-05-22 18:00:00,2023-05-24 12:25:00,RUH,DIL,5,885
"16029-2305221800--32257,-32454-2-10258-2305232255",336.95,Gulf Air > Gulf Air > Cebu Pacific,Riyadh > Bahrain > Manila Ninoy Aquino,RUH > BAH > MNL,Bahrain > Manila Ninoy Aquino > Bandar Seri Begawan,BAH > MNL > BWN,2023-05-22 18:00:00,2023-05-23 22:55:00,RUH,BWN,3,790
"16029-2305221800--32257,-32454-2-14788-2305232000",564.78,Gulf Air > Gulf Air > Cebu Pacific,Riyadh > Bahrain > Manila Ninoy Aquino,RUH > BAH > MNL,Bahrain > Manila Ninoy Aquino > Tokyo Narita,BAH > MNL > NRT,2023-05-22 18:00:00,2023-05-23 20:00:00,RUH,NRT,3,940
16029-2305221800--32257-1-14213-2305231130,201.99,Gulf Air > Gulf Air,Riyadh > Bahrain,RUH > BAH,Bahrain > Manila Ninoy Aquino,BAH > MNL,2023-05-22 18:00:00,2023-05-23 11:30:00,RUH,MNL,2,650
16029-2305221800--32257-1-16292-2305231215,354.99,Gulf Air > Gulf Air,Riyadh > Bahrain,RUH > BAH,Bahrain > Singapore Changi,BAH > SIN,2023-05-22 18:00:00,2023-05-23 12:15:00,RUH,SIN,2,545
"16029-2305221850--31005,-31836-1-11191-2305231500",358.99,flyadeal > Somon Air,Riyadh > Dubai,RUH > DXB,Dubai > Dushanbe,DXB > DYU,2023-05-22 18:50:00,2023-05-23 15:00:00,RUH,DYU,2,295
"16029-2305221850--31964,-32433-2-11001-2305241225",977.43,Philippine Airlines > Philippine Airlines > Citilink,Riyadh > Manila Ninoy Aquino > Bali (Denpasar),RUH > MNL > DPS,Manila Ninoy Aquino > Bali (Denpasar) > Dili,MNL > DPS > DIL,2023-05-22 18:50:00,2023-05-24 12:25:00,RUH,DIL,3,1019
16029-2305221850--31964-0-14213-2305231045,428.0,Philippine Airlines,Riyadh,RUH,Manila Ninoy Aquino,MNL,2023-05-22 18:50:00,2023-05-23 10:45:00,RUH,MNL,1,655
16029-2305221850--31964-1-12409-2305231935,633.0,Philippine Airlines > Philippine Airlines,Riyadh > Manila Ninoy Aquino,RUH > MNL,Manila Ninoy Aquino > Incheon International Airport,MNL > ICN,2023-05-22 18:50:00,2023-05-23 19:35:00,RUH,ICN,2,910
16029-2305221850--31964-1-15277-2305240125,430.0,Philippine Airlines > Philippine Airlines,Riyadh > Manila Ninoy Aquino,RUH > MNL,Manila Ninoy Aquino > Beijing Capital,MNL > PEK,2023-05-22 18:50:00,2023-05-24 01:25:00,RUH,PEK,2,955
16029-2305221850--31964-1-15458-2305232350,356.0,Philippine Airlines > Philippine Airlines,Riyadh > Manila Ninoy Aquino,RUH > MNL,Manila Ninoy Aquino > Phnom Penh,MNL > PNH,2023-05-22 18:50:00,2023-05-23 23:50:00,RUH,PNH,2,825
16029-2305221850--31964-1-17075-2305231900,522.0,Philippine Airlines > Philippine Airlines,Riyadh > Manila Ninoy Aquino,RUH > MNL,Manila Ninoy Aquino > Taipei Taiwan Taoyuan,MNL > TPE,2023-05-22 18:50:00,2023-05-23 19:00:00,RUH,TPE,2,790
16029-2305221850--31964-1-17075-2305232005,399.0,Philippine Airlines > Philippine Airlines,Riyadh > Manila Ninoy Aquino,RUH > MNL,Manila Ninoy Aquino > Taipei Taiwan Taoyuan,MNL > TPE,2023-05-22 18:50:00,2023-05-23 20:05:00,RUH,TPE,2,790
"16029-2305221850--32036,-32690-1-15277-2305231210",722.9,Flynas > Air China,Riyadh > Dubai,RUH > DXB,Dubai > Beijing Capital,DXB > PEK,2023-05-22 18:50:00,2023-05-23 12:10:00,RUH,PEK,2,605
"16029-2305221850--32036,-32690-2-15277-2305231555",677.1,Flynas > Air China > Air China,Riyadh > Dubai > Chongqing,RUH > DXB > CKG,Dubai > Chongqing > Beijing Capital,DXB > CKG > PEK,2023-05-22 18:50:00,2023-05-23 15:55:00,RUH,PEK,3,705
"16029-2305222010--32036,-31435,-30974-2-15458-2305231715",377.99,Flynas > Vistara > Cambodia Airways,Riyadh > Indira Gandhi International  > Bangkok Suvarnabhumi,RUH > DEL > BKK,Indira Gandhi International  > Bangkok Suvarnabhumi > Phnom Penh,DEL > BKK > PNH,2023-05-22 20:10:00,2023-05-23 17:15:00,RUH,PNH,3,615
"16029-2305222010--32036,-32708-2-11191-2305231730",461.1,Flynas > Air Astana > Air Astana,Riyadh > Indira Gandhi International  > Almaty,RUH > DEL > ALA,Indira Gandhi International  > Almaty > Dushanbe,DEL > ALA > DYU,2023-05-22 20:10:00,2023-05-23 17:30:00,RUH,DYU,3,595
"16029-2305222020--32036,-31435,-32213-2-16292-2305231745",282.99,Flynas > Vistara > IndiGo,Riyadh > Mumbai > Chennai,RUH > BOM > MAA,Mumbai > Chennai > Singapore Changi,BOM > MAA > SIN,2023-05-22 20:20:00,2023-05-23 17:45:00,RUH,SIN,3,640
"16029-2305222020--32036,-32213,-31250-2-15458-2305231815",322.99,Flynas > IndiGo > Thai VietJet Air,Riyadh > Mumbai > Bangkok Suvarnabhumi,RUH > BOM > BKK,Mumbai > Bangkok Suvarnabhumi > Phnom Penh,BOM > BKK > PNH,2023-05-22 20:20:00,2023-05-23 18:15:00,RUH,PNH,3,595
"16029-2305222020--32036,-32213-2-16292-2305231745",279.99,Flynas > IndiGo > IndiGo,Riyadh > Mumbai > Chennai,RUH > BOM > MAA,Mumbai > Chennai > Singapore Changi,BOM > MAA > SIN,2023-05-22 20:20:00,2023-05-23 17:45:00,RUH,SIN,3,635
16029-2305222100--31896-0-13938-2305230020,328.81,Saudia,Riyadh,RUH,Muscat,MCT,2023-05-22 21:00:00,2023-05-23 00:20:00,RUH,MCT,1,140
16029-2305222100--31896-1-13344-2305230230,237.81,Saudia > Saudia,Riyadh > Jeddah,RUH > JED,Jeddah > Kuwait,JED > KWI,2023-05-22 21:00:00,2023-05-23 02:30:00,RUH,KWI,2,240
16029-2305222100--31896-1-9715-2305230305,313.34,Saudia > Saudia,Riyadh > Jeddah,RUH > JED,Jeddah > Bahrain,JED > BAH,2023-05-22 21:00:00,2023-05-23 03:05:00,RUH,BAH,2,245
"16029-2305222100--32003,-32708-3-11191-2305231730",489.9,Oman Air > Oman Air > Air Astana > Air Astana,Riyadh > Muscat > Indira Gandhi International  > Almaty,RUH > MCT > DEL > ALA,Muscat > Indira Gandhi International  > Almaty > Dushanbe,MCT > DEL > ALA > DYU,2023-05-22 21:00:00,2023-05-23 17:30:00,RUH,DYU,4,645
16029-2305222100--32003-0-13938-2305230020,340.01,Oman Air,Riyadh,RUH,Muscat,MCT,2023-05-22 21:00:00,2023-05-23 00:20:00,RUH,MCT,1,140
16029-2305222100--32003-1-14213-2305232150,248.0,Oman Air > Oman Air,Riyadh > Muscat,RUH > MCT,Muscat > Manila Ninoy Aquino,MCT > MNL,2023-05-22 21:00:00,2023-05-23 21:50:00,RUH,MNL,2,660
16029-2305222110--31896-0-9834-2305222335,667.21,Saudia,Riyadh,RUH,Beirut,BEY,2023-05-22 21:10:00,2023-05-22 23:35:00,RUH,BEY,1,145
16029-2305222110--32301-1-10610-2305230945,227.43,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Colombo Bandaranayake,DXB > CMB,2023-05-22 21:10:00,2023-05-23 09:45:00,RUH,CMB,2,405
16029-2305222110--32301-1-10901-2305230820,115.37,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Hazrat Shahjalal International Airport ,DXB > DAC,2023-05-22 21:10:00,2023-05-23 08:20:00,RUH,DAC,2,425
16029-2305222110--32301-1-11191-2305240255,305.65,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Dushanbe,DXB > DYU,2023-05-22 21:10:00,2023-05-24 02:55:00,RUH,DYU,2,320
16029-2305222110--32301-1-12042-2305231355,247.48,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Baku Heydar Aliyev International,DXB > GYD,2023-05-22 21:10:00,2023-05-23 13:55:00,RUH,GYD,2,295
16029-2305222110--32301-1-14155-2305230745,269.18,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Velana International,DXB > MLE,2023-05-22 21:10:00,2023-05-23 07:45:00,RUH,MLE,2,395
16029-2305222110--32301-1-16785-2305230445,222.49,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Tbilisi,DXB > TBS,2023-05-22 21:10:00,2023-05-23 04:45:00,RUH,TBS,2,325
16029-2305222110--32301-1-16995-2305231220,233.47,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Ben Gurion Intl,DXB > TLV,2023-05-22 21:10:00,2023-05-23 12:20:00,RUH,TLV,2,330
16029-2305222110--32301-1-9445-2305232120,276.59,flydubai > flydubai,Riyadh > Dubai,RUH > DXB,Dubai > Amman Queen Alia,DXB > AMM,2023-05-22 21:10:00,2023-05-23 21:20:00,RUH,AMM,2,315
16029-2305222110--32348-1-10485-2305231540,414.67,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Soekarno-Hatta,DXB > CGK,2023-05-22 21:10:00,2023-05-23 15:40:00,RUH,CGK,2,615
16029-2305222110--32348-1-12071-2305231315,756.54,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Hanoi,DXB > HAN,2023-05-22 21:10:00,2023-05-23 13:15:00,RUH,HAN,2,525
16029-2305222110--32348-1-13445-2305231110,678.14,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Larnaca,DXB > LCA,2023-05-22 21:10:00,2023-05-23 11:10:00,RUH,LCA,2,370
16029-2305222120--31896-0-13344-2305222240,245.8,Saudia,Riyadh,RUH,Kuwait,KWI,2023-05-22 21:20:00,2023-05-22 22:40:00,RUH,KWI,1,80
"16029-2305222125--32348,-31924-2-10258-2305231715",845.85,Emirates > Emirates > Royal Brunei ,Riyadh > Dubai > Bangkok Suvarnabhumi,RUH > DXB > BKK,Dubai > Bangkok Suvarnabhumi > Bandar Seri Begawan,DXB > BKK > BWN,2023-05-22 21:25:00,2023-05-23 17:15:00,RUH,BWN,3,680
"16029-2305222125--32348,-31924-2-10258-2305232340",737.51,Emirates > Emirates > Royal Brunei ,Riyadh > Dubai > Kuala Lumpur International,RUH > DXB > KUL,Dubai > Kuala Lumpur International > Bandar Seri Begawan,DXB > KUL > BWN,2023-05-22 21:25:00,2023-05-23 23:40:00,RUH,BWN,3,710
"16029-2305222125--32348,-32109-2-17606-2305231505",714.83,Emirates > Emirates > Lao Airlines,Riyadh > Dubai > Bangkok Suvarnabhumi,RUH > DXB > BKK,Dubai > Bangkok Suvarnabhumi > Vientiane,DXB > BKK > VTE,2023-05-22 21:25:00,2023-05-23 15:05:00,RUH,VTE,3,575
"16029-2305222125--32348,-32433-2-11001-2305241225",1238.4,Emirates > Emirates > Citilink,Riyadh > Dubai > Bali (Denpasar),RUH > DXB > DPS,Dubai > Bali (Denpasar) > Dili,DXB > DPS > DIL,2023-05-22 21:25:00,2023-05-24 12:25:00,RUH,DIL,3,795
"16029-2305222125--32348,-32433-4-11001-2305241225",995.93,Emirates > Emirates > Citilink > Citilink > Citilink,Riyadh > Dubai > Soekarno-Hatta > Makassar > Bali (Denpasar),RUH > DXB > CGK > UPG > DPS,Dubai > Soekarno-Hatta > Makassar > Bali (Denpasar) > Dili,DXB > CGK > UPG > DPS > DIL,2023-05-22 21:25:00,2023-05-24 12:25:00,RUH,DIL,5,970
16029-2305222125--32348-1-10485-2305231540,398.93,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Soekarno-Hatta,DXB > CGK,2023-05-22 21:25:00,2023-05-23 15:40:00,RUH,CGK,2,625
16029-2305222125--32348-1-10901-2305230840,211.74,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Hazrat Shahjalal International Airport ,DXB > DAC,2023-05-22 21:25:00,2023-05-23 08:40:00,RUH,DAC,2,410
16029-2305222125--32348-1-11191-2305240255,286.16,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Dushanbe,DXB > DYU,2023-05-22 21:25:00,2023-05-24 02:55:00,RUH,DYU,2,330
16029-2305222125--32348-1-12071-2305231315,740.93,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Hanoi,DXB > HAN,2023-05-22 21:25:00,2023-05-23 13:15:00,RUH,HAN,2,535
16029-2305222125--32348-1-12409-2305231700,876.93,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Incheon International Airport,DXB > ICN,2023-05-22 21:25:00,2023-05-23 17:00:00,RUH,ICN,2,630
16029-2305222125--32348-1-12569-2305230730,241.07,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Islamabad,DXB > ISB,2023-05-22 21:25:00,2023-05-23 07:30:00,RUH,ISB,2,320
16029-2305222125--32348-1-13445-2305231110,622.14,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Larnaca,DXB > LCA,2023-05-22 21:25:00,2023-05-23 11:10:00,RUH,LCA,2,380
16029-2305222125--32348-1-9715-2305230215,470.41,Emirates > Emirates,Riyadh > Dubai,RUH > DXB,Dubai > Bahrain,DXB > BAH,2023-05-22 21:25:00,2023-05-23 02:15:00,RUH,BAH,2,205
16029-2305222200--31896-1-12569-2305230845,301.71,Saudia > Saudia,Riyadh > Jeddah,RUH > JED,Jeddah > Islamabad,JED > ISB,2023-05-22 22:00:00,2023-05-23 08:45:00,RUH,ISB,2,430
"16029-2305222200--32036,-31836-1-11191-2305231500",358.99,Flynas > Somon Air,Riyadh > Dubai,RUH > DXB,Dubai > Dushanbe,DXB > DYU,2023-05-22 22:00:00,2023-05-23 15:00:00,RUH,DYU,2,305
16029-2305222215--31669-0-13445-2305230150,27.44,Wizz Air,Riyadh,RUH,Larnaca,LCA,2023-05-22 22:15:00,2023-05-23 01:50:00,RUH,LCA,1,215
"16029-2305222220--31821,-32213-2-16292-2305231745",317.6,SriLankan Airlines > SriLankan Airlines > IndiGo,Riyadh > Colombo Bandaranayake > Chennai,RUH > CMB > MAA,Colombo Bandaranayake > Chennai > Singapore Changi,CMB > MAA > SIN,2023-05-22 22:20:00,2023-05-23 17:45:00,RUH,SIN,3,670
16029-2305222220--31821-1-10485-2305231330,278.53,SriLankan Airlines > SriLankan Airlines,Riyadh > Colombo Bandaranayake,RUH > CMB,Colombo Bandaranayake > Soekarno-Hatta,CMB > CGK,2023-05-22 22:20:00,2023-05-23 13:30:00,RUH,CGK,2,605
16029-2305222220--31821-1-10901-2305231130,165.87,SriLankan Airlines > SriLankan Airlines,Riyadh > Colombo Bandaranayake,RUH > CMB,Colombo Bandaranayake > Hazrat Shahjalal International Airport ,CMB > DAC,2023-05-22 22:20:00,2023-05-23 11:30:00,RUH,DAC,2,520
16029-2305222220--31821-1-13288-2305231215,158.81,SriLankan Airlines > SriLankan Airlines,Riyadh > Colombo Bandaranayake,RUH > CMB,Colombo Bandaranayake > Kathmandu,CMB > KTM,2023-05-22 22:20:00,2023-05-23 12:15:00,RUH,KTM,2,550
16029-2305222220--31821-1-16292-2305231855,358.9,SriLankan Airlines > SriLankan Airlines,Riyadh > Colombo Bandaranayake,RUH > CMB,Colombo Bandaranayake > Singapore Changi,CMB > SIN,2023-05-22 22:20:00,2023-05-23 18:55:00,RUH,SIN,2,575
"16029-2305222230--31939,-31766-2-17606-2305231945",670.37,Qatar Airways > Qatar Airways > Thai Smile,Riyadh > Hamad International > Bangkok Suvarnabhumi,RUH > DOH > BKK,Hamad International > Bangkok Suvarnabhumi > Vientiane,DOH > BKK > VTE,2023-05-22 22:30:00,2023-05-23 19:45:00,RUH,VTE,3,595
"16029-2305222230--31939,-31924-2-10258-2305232340",788.03,Qatar Airways > Qatar Airways > Royal Brunei ,Riyadh > Hamad International > Kuala Lumpur International,RUH > DOH > KUL,Hamad International > Kuala Lumpur International > Bandar Seri Begawan,DOH > KUL > BWN,2023-05-22 22:30:00,2023-05-23 23:40:00,RUH,BWN,3,710
"16029-2305222230--31939,-32052-2-25768-2305232340",1006.0,Qatar Airways > Qatar Airways > MIAT Mongolian Airlines,Riyadh > Hamad International > Beijing Capital,RUH > DOH > PEK,Hamad International > Beijing Daxing > Chinggis Khaan,DOH > PKX > UBN,2023-05-22 22:30:00,2023-05-23 23:40:00,RUH,UBN,3,735
"16029-2305222230--31939,-32109-2-17606-2305231505",698.86,Qatar Airways > Qatar Airways > Lao Airlines,Riyadh > Hamad International > Bangkok Suvarnabhumi,RUH > DOH > BKK,Hamad International > Bangkok Suvarnabhumi > Vientiane,DOH > BKK > VTE,2023-05-22 22:30:00,2023-05-23 15:05:00,RUH,VTE,3,575
"16029-2305222230--31939,-32433-2-11001-2305241225",1270.6,Qatar Airways > Qatar Airways > Citilink,Riyadh > Hamad International > Bali (Denpasar),RUH > DOH > DPS,Hamad International > Bali (Denpasar) > Dili,DOH > DPS > DIL,2023-05-22 22:30:00,2023-05-24 12:25:00,RUH,DIL,3,815
"16029-2305222230--31939,-32433-4-11001-2305241225",1150.53,Qatar Airways > Qatar Airways > Citilink > Citilink > Citilink,Riyadh > Hamad International > Soekarno-Hatta > Makassar > Bali (Denpasar),RUH > DOH > CGK > UPG > DPS,Hamad International > Soekarno-Hatta > Makassar > Bali (Denpasar) > Dili,DOH > CGK > UPG > DPS > DIL,2023-05-22 22:30:00,2023-05-24 12:25:00,RUH,DIL,5,980
"16029-2305222230--31939,-32456-2-17075-2305240040",370.61,Qatar Airways > Qatar Airways > Cathay Pacific,Riyadh > Hamad International > Hong Kong Intl,RUH > DOH > HKG,Hamad International > Hong Kong Intl > Taipei Taiwan Taoyuan,DOH > HKG > TPE,2023-05-22 22:30:00,2023-05-24 00:40:00,RUH,TPE,3,700
16029-2305222230--31939-0-11089-2305230005,513.61,Qatar Airways,Riyadh,RUH,Hamad International,DOH,2023-05-22 22:30:00,2023-05-23 00:05:00,RUH,DOH,1,95
16029-2305222230--31939-1-10485-2305232130,268.0,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Soekarno-Hatta,DOH > CGK,2023-05-22 22:30:00,2023-05-23 21:30:00,RUH,CGK,2,635
16029-2305222230--31939-1-12409-2305231655,776.0,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Incheon International Airport,DOH > ICN,2023-05-22 22:30:00,2023-05-23 16:55:00,RUH,ICN,2,620
16029-2305222230--31939-1-12569-2305230750,168.01,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Islamabad,DOH > ISB,2023-05-22 22:30:00,2023-05-23 07:50:00,RUH,ISB,2,300
16029-2305222230--31939-1-13288-2305231645,180.01,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Kathmandu,DOH > KTM,2023-05-22 22:30:00,2023-05-23 16:45:00,RUH,KTM,2,380
16029-2305222230--31939-1-13311-2305231440,507.99,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Kuala Lumpur International,DOH > KUL,2023-05-22 22:30:00,2023-05-23 14:40:00,RUH,KUL,2,565
16029-2305222230--31939-1-13445-2305231205,566.41,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Larnaca,DOH > LCA,2023-05-22 22:30:00,2023-05-23 12:05:00,RUH,LCA,2,335
16029-2305222230--31939-1-13938-2305230350,387.47,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Muscat,DOH > MCT,2023-05-22 22:30:00,2023-05-23 03:50:00,RUH,MCT,2,185
16029-2305222230--31939-1-9970-2305231220,539.21,Qatar Airways > Qatar Airways,Riyadh > Hamad International,RUH > DOH,Hamad International > Bangkok Suvarnabhumi,DOH > BKK,2023-05-22 22:30:00,2023-05-23 12:20:00,RUH,BKK,2,515
16029-2305222230--31939-2-15458-2305231455,695.17,Qatar Airways > Qatar Airways > Qatar Airways,Riyadh > Hamad International > Bangkok Suvarnabhumi,RUH > DOH > BKK,Hamad International > Bangkok Suvarnabhumi > Phnom Penh,DOH > BKK > PNH,2023-05-22 22:30:00,2023-05-23 14:55:00,RUH,PNH,3,590
"16029-2305222235--31896,-32301-2-11191-2305240255",1508.99,Saudia > flydubai > flydubai,Riyadh > Bahrain > Dubai,RUH > BAH > DXB,Bahrain > Dubai > Dushanbe,BAH > DXB > DYU,2023-05-22 22:35:00,2023-05-24 02:55:00,RUH,DYU,3,355
"16029-2305222235--31896,-32504,-32521-2-15458-2305231835",639.93,Saudia > Biman Bangladesh Airlines > Bangkok Airways,Riyadh > Hazrat Shahjalal International Airport  > Bangkok Suvarnabhumi,RUH > DAC > BKK,Hazrat Shahjalal International Airport  > Bangkok Suvarnabhumi > Phnom Penh,DAC > BKK > PNH,2023-05-22 22:35:00,2023-05-23 18:35:00,RUH,PNH,3,580
16029-2305222235--31896-0-10901-2305230730,290.14,Saudia,Riyadh,RUH,Hazrat Shahjalal International Airport ,DAC,2023-05-22 22:35:00,2023-05-23 07:30:00,RUH,DAC,1,355
16029-2305222235--31896-0-9715-2305222350,428.01,Saudia,Riyadh,RUH,Bahrain,BAH,2023-05-22 22:35:00,2023-05-22 23:50:00,RUH,BAH,1,75
"16029-2305222235--32257,-31836-2-11191-2305231500",430.99,Gulf Air > Gulf Air > Somon Air,Riyadh > Bahrain > Dubai,RUH > BAH > DXB,Bahrain > Dubai > Dushanbe,BAH > DXB > DYU,2023-05-22 22:35:00,2023-05-23 15:00:00,RUH,DYU,3,340
16029-2305222240--31896-0-14213-2305231340,434.9,Saudia,Riyadh,RUH,Manila Ninoy Aquino,MNL,2023-05-22 22:40:00,2023-05-23 13:40:00,RUH,MNL,1,600
16029-2305222250--32036-0-9618-2305230135,370.24,Flynas,Riyadh,RUH,Abu Dhabi International,AUH,2023-05-22 22:50:00,2023-05-23 01:35:00,RUH,AUH,1,105
"16029-2305222250--32339,-31651-2-12409-2305232240",299.6,Etihad Airways > Etihad Airways > Philippines AirAsia,Riyadh > Abu Dhabi International > Manila Ninoy Aquino,RUH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Incheon International Airport,AUH > MNL > ICN,2023-05-22 22:50:00,2023-05-23 22:40:00,RUH,ICN,3,895
"16029-2305222250--32339,-31651-2-14788-2305241010",359.5,Etihad Airways > Etihad Airways > Philippines AirAsia,Riyadh > Abu Dhabi International > Manila Ninoy Aquino,RUH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Tokyo Narita,AUH > MNL > NRT,2023-05-22 22:50:00,2023-05-24 10:10:00,RUH,NRT,3,925
"16029-2305222250--32339,-31651-2-17075-2305240130",282.4,Etihad Airways > Etihad Airways > Philippines AirAsia,Riyadh > Abu Dhabi International > Manila Ninoy Aquino,RUH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Taipei Taiwan Taoyuan,AUH > MNL > TPE,2023-05-22 22:50:00,2023-05-24 01:30:00,RUH,TPE,3,785
"16029-2305222250--32339,-31964-2-15277-2305240125",540.39,Etihad Airways > Etihad Airways > Philippine Airlines,Riyadh > Abu Dhabi International > Manila Ninoy Aquino,RUH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Beijing Capital,AUH > MNL > PEK,2023-05-22 22:50:00,2023-05-24 01:25:00,RUH,PEK,3,950
"16029-2305222250--32339,-31964-2-17075-2305232005",387.9,Etihad Airways > Etihad Airways > Philippine Airlines,Riyadh > Abu Dhabi International > Manila Ninoy Aquino,RUH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Taipei Taiwan Taoyuan,AUH > MNL > TPE,2023-05-22 22:50:00,2023-05-23 20:05:00,RUH,TPE,3,785
"16029-2305222250--32339,-32166-2-14788-2305240610",394.0,Etihad Airways > Etihad Airways > Jetstar,Riyadh > Abu Dhabi International > Manila Ninoy Aquino,RUH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Tokyo Narita,AUH > MNL > NRT,2023-05-22 22:50:00,2023-05-24 06:10:00,RUH,NRT,3,920
"16029-2305222250--32339,-32179-2-12409-2305240420",285.0,Etihad Airways > Etihad Airways > Jeju Air,Riyadh > Abu Dhabi International > Manila Ninoy Aquino,RUH > AUH > MNL,Abu Dhabi International > Manila Ninoy Aquino > Incheon International Airport,AUH > MNL > ICN,2023-05-22 22:50:00,2023-05-24 04:20:00,RUH,ICN,3,900
"16029-2305222250--32339,-32213-2-16292-2305231745",348.1,Etihad Airways > IndiGo > IndiGo,Riyadh > Abu Dhabi International > Chennai,RUH > AUH > MAA,Abu Dhabi International > Chennai > Singapore Changi,AUH > MAA > SIN,2023-05-22 22:50:00,2023-05-23 17:45:00,RUH,SIN,3,620
