id,price_amount,marketing_carrier_name,origin_place_name,origin_place_iata,destination_place_name,destination_place_iata,departure_datetime,arrival_datetime,departure_query,arrival_query,segment_count,total_flight_duration,flight_score
9445-2305221250--32348-1-9561-2305230325,368.17,Emirates > Emirates,Amman Queen Alia > Dubai,AMM > DXB,Dubai > Ashgabat,DXB > ASB,2023-05-22 12:50:00,2023-05-23 03:25:00,AMM,ASB,2,330,578.17
9445-2305220835--32761-0-9618-2305221240,82.34,Wizz Air Abu Dhabi,Amman Queen Alia,AMM,Abu Dhabi International,AUH,2023-05-22 08:35:00,2023-05-22 12:40:00,AMM,AUH,1,185,194.01
"9445-2305221730--30759,-31669-1-9715-2305230640",207.99,Air Arabia Abu Dhabi > Wizz Air,Amman Queen Alia > Abu Dhabi International,AMM > AUH,Abu Dhabi International > Bahrain,AUH > BAH,2023-05-22 17:30:00,2023-05-23 06:40:00,AMM,BAH,2,250,391.32
9445-2305221000--32062-0-9834-2305221100,188.9,MEA,Amman Queen Alia,AMM,Beirut,BEY,2023-05-22 10:00:00,2023-05-22 11:00:00,AMM,BEY,1,60,258.9
9445-2305220515--31923-0-9882-2305220700,214.9,Royal Jordanian,Amman Queen Alia,AMM,Baghdad International,BGW,2023-05-22 05:15:00,2023-05-22 07:00:00,AMM,BGW,1,105,299.9
"9445-2305220835--31669,-32213-2-9970-2305231610",266.99,Wizz Air > IndiGo > IndiGo,Amman Queen Alia > Abu Dhabi International > Indira Gandhi International ,AMM > AUH > DEL,Abu Dhabi International > Indira Gandhi International  > Bangkok Suvarnabhumi,AUH > DEL > BKK,2023-05-22 08:35:00,2023-05-23 16:10:00,AMM,BKK,3,655,635.32
"9445-2305220835--31669,-32339,-32709,-32611-3-10258-2305231545",370.99,Wizz Air > Etihad Airways > AirAsia X > AirAsia,Amman Queen Alia > Abu Dhabi International > Indira Gandhi International  > Kuala Lumpur International,AMM > AUH > DEL > KUL,Abu Dhabi International > Indira Gandhi International  > Kuala Lumpur International > Bandar Seri Begawan,AUH > DEL > KUL > BWN,2023-05-22 08:35:00,2023-05-23 15:45:00,AMM,BWN,4,895,869.32
9445-2305220225--31939-1-10485-2305222130,339.9,Qatar Airways > Qatar Airways,Amman Queen Alia > Hamad International,AMM > DOH,Hamad International > Soekarno-Hatta,DOH > CGK,2023-05-22 02:25:00,2023-05-22 21:30:00,AMM,CGK,2,700,673.23
9445-2305221620--32714-1-10610-2305230420,267.22,Air Arabia > Air Arabia,Amman Queen Alia > Sharjah,AMM > SHJ,Sharjah > Colombo Bandaranayake,SHJ > CMB,2023-05-22 16:20:00,2023-05-23 04:20:00,AMM,CMB,2,450,517.22
9445-2305220225--32003-1-10901-2305221505,259.2,Oman Air > Oman Air,Amman Queen Alia > Muscat,AMM > MCT,Muscat > Hazrat Shahjalal International Airport ,MCT > DAC,2023-05-22 02:25:00,2023-05-22 15:05:00,AMM,DAC,2,495,524.2
"9445-2305220835--31669,-32213-1-10957-2305230525",167.99,Wizz Air > IndiGo,Amman Queen Alia > Abu Dhabi International,AMM > AUH,Abu Dhabi International > Indira Gandhi International ,AUH > DEL,2023-05-22 08:35:00,2023-05-23 05:25:00,AMM,DEL,2,395,399.66
"9445-2305220055--31939,-32433-3-11001-2305241225",747.0,Qatar Airways > Qatar Airways > Citilink > Citilink,Amman Queen Alia > Hamad International > Soekarno-Hatta > Bali (Denpasar),AMM > DOH > CGK > DPS,Hamad International > Soekarno-Hatta > Bali (Denpasar) > Dili,DOH > CGK > DPS > DIL,2023-05-22 00:55:00,2023-05-24 12:25:00,AMM,DIL,4,930,1257.0
"9445-2305220835--31669,-32339-1-11089-2305221540",226.99,Wizz Air > Etihad Airways,Amman Queen Alia > Abu Dhabi International,AMM > AUH,Abu Dhabi International > Hamad International,AUH > DOH,2023-05-22 08:35:00,2023-05-22 15:40:00,AMM,DOH,2,245,408.66
9445-2305222220--32348-1-11191-2305240255,391.3,Emirates > Emirates,Amman Queen Alia > Dubai,AMM > DXB,Dubai > Dushanbe,DXB > DYU,2023-05-22 22:20:00,2023-05-24 02:55:00,AMM,DYU,2,385,619.63
9445-2305220250--31973-0-11389-2305220440,168.9,Pegasus Airlines,Amman Queen Alia,AMM,Ankara Esenboga,ESB,2023-05-22 02:50:00,2023-05-22 04:40:00,AMM,ESB,1,110,255.57
9445-2305220835--31669-1-11431-2305230850,161.99,Wizz Air > Wizz Air,Amman Queen Alia > Abu Dhabi International,AMM > AUH,Abu Dhabi International > Yerevan,AUH > EVN,2023-05-22 08:35:00,2023-05-23 08:50:00,AMM,EVN,2,385,390.32
9445-2305221250--32348-1-11636-2305230440,353.17,Emirates > Emirates,Amman Queen Alia > Dubai,AMM > DXB,Dubai > Bishkek,DXB > FRU,2023-05-22 12:50:00,2023-05-23 04:40:00,AMM,FRU,2,415,591.5
9445-2305220835--31669-1-12042-2305230915,149.99,Wizz Air > Wizz Air,Amman Queen Alia > Abu Dhabi International,AMM > AUH,Abu Dhabi International > Baku Heydar Aliyev International,AUH > GYD,2023-05-22 08:35:00,2023-05-23 09:15:00,AMM,GYD,2,370,373.32
"9445-2305221730--30759,-32213,-31705-3-12071-2305232025",414.99,Air Arabia Abu Dhabi > IndiGo > IndiGo > VietJet Air,Amman Queen Alia > Abu Dhabi International > Indira Gandhi International  > Bangkok Suvarnabhumi,AMM > AUH > DEL > BKK,Abu Dhabi International > Indira Gandhi International  > Bangkok Suvarnabhumi > Hanoi,AUH > DEL > BKK > HAN,2023-05-22 17:30:00,2023-05-23 20:25:00,AMM,HAN,4,750,864.99
"9445-2305221525--31896,-32179-2-12409-2305240420",444.7,Saudia > Saudia > Jeju Air,Amman Queen Alia > Riyadh > Manila Ninoy Aquino,AMM > RUH > MNL,Riyadh > Manila Ninoy Aquino > Incheon International Airport,RUH > MNL > ICN,2023-05-22 15:25:00,2023-05-24 04:20:00,AMM,ICN,3,990,924.7
"9445-2305221320--31973,-31734-1-12461-2305230350",259.5,Pegasus Airlines > Turkish Airlines,Amman Queen Alia > Ankara Esenboga,AMM > ESB,Ankara Esenboga > Imam Khomeini International,ESB > IKA,2023-05-22 13:20:00,2023-05-23 03:50:00,AMM,IKA,2,260,446.17
"9445-2305220835--31669,-32339-1-12569-2305221825",244.99,Wizz Air > Etihad Airways,Amman Queen Alia > Abu Dhabi International,AMM > AUH,Abu Dhabi International > Islamabad,AUH > ISB,2023-05-22 08:35:00,2023-05-22 18:25:00,AMM,ISB,2,380,471.66
"9445-2305220835--31669,-32213-2-13288-2305230950",217.99,Wizz Air > IndiGo > IndiGo,Amman Queen Alia > Abu Dhabi International > Indira Gandhi International ,AMM > AUH > DEL,Abu Dhabi International > Indira Gandhi International  > Kathmandu,AUH > DEL > KTM,2023-05-22 08:35:00,2023-05-23 09:50:00,AMM,KTM,3,500,534.66
"9445-2305220835--31669,-32339,-32709-2-13311-2305230755",319.99,Wizz Air > Etihad Airways > AirAsia X,Amman Queen Alia > Abu Dhabi International > Indira Gandhi International ,AMM > AUH > DEL,Abu Dhabi International > Indira Gandhi International  > Kuala Lumpur International,AUH > DEL > KUL,2023-05-22 08:35:00,2023-05-23 07:55:00,AMM,KUL,3,750,719.99
9445-2305221405--32180-0-13344-2305221610,190.84,Jazeera Airways,Amman Queen Alia,AMM,Kuwait,KWI,2023-05-22 14:05:00,2023-05-22 16:10:00,AMM,KWI,1,125,282.51
9445-2305220415--32756-1-13445-2305220920,169.1,Aegean Airlines > Aegean Airlines,Amman Queen Alia > Athens International,AMM > ATH,Athens International > Larnaca,ATH > LCA,2023-05-22 04:15:00,2023-05-22 09:20:00,AMM,LCA,2,235,347.43
9445-2305220225--32003-0-13938-2305220700,227.7,Oman Air,Amman Queen Alia,AMM,Muscat,MCT,2023-05-22 02:25:00,2023-05-22 07:00:00,AMM,MCT,1,215,349.37
9445-2305220835--32761-1-14155-2305222025,210.4,Wizz Air Abu Dhabi > Wizz Air Abu Dhabi,Amman Queen Alia > Abu Dhabi International,AMM > AUH,Abu Dhabi International > Velana International,AUH > MLE,2023-05-22 08:35:00,2023-05-22 20:25:00,AMM,MLE,2,505,478.73
9445-2305221525--31896-1-14213-2305231340,359.9,Saudia > Saudia,Amman Queen Alia > Riyadh,AMM > RUH,Riyadh > Manila Ninoy Aquino,RUH > MNL,2023-05-22 15:25:00,2023-05-23 13:40:00,AMM,MNL,2,740,706.57
"9445-2305221935--31915,-31734,-31973-2-25715-2305240505",375.99,Ryanair > Turkish Airlines > Pegasus Airlines,Amman Queen Alia > Milan Bergamo > Istanbul Sabiha,AMM > BGY > SAW,Milan Bergamo > Istanbul Sabiha > Astana Nursultan Nazarbayev,BGY > SAW > NQZ,2023-05-22 19:35:00,2023-05-24 05:05:00,AMM,NQZ,3,710,762.66
"9445-2305220225--32003,-31651-2-14788-2305231010",547.2,Oman Air > Oman Air > Philippines AirAsia,Amman Queen Alia > Muscat > Manila Ninoy Aquino,AMM > MCT > MNL,Muscat > Manila Ninoy Aquino > Tokyo Narita,MCT > MNL > NRT,2023-05-22 02:25:00,2023-05-23 10:10:00,AMM,NRT,3,1010,1033.87
"9445-2305221730--30759,-32213,-32708-3-15277-2305240455",579.99,Air Arabia Abu Dhabi > IndiGo > Air Astana > Air Astana,Amman Queen Alia > Abu Dhabi International > Indira Gandhi International  > Almaty,AMM > AUH > DEL > ALA,Abu Dhabi International > Indira Gandhi International  > Almaty > Beijing Capital,AUH > DEL > ALA > PEK,2023-05-22 17:30:00,2023-05-24 04:55:00,AMM,PEK,4,860,1066.66
"9445-2305221730--30759,-32213,-31136-3-15458-2305232135",410.99,Air Arabia Abu Dhabi > Sky Angkor,Amman Queen Alia > Bangkok Suvarnabhumi,AMM > BKK,Abu Dhabi International > Phnom Penh,AUH > PNH,2023-05-22 17:30:00,2023-05-23 21:35:00,AMM,PNH,2,240,590.99
9445-2305221310--32036-0-16029-2305221525,138.41,Flynas,Amman Queen Alia,AMM,Riyadh,RUH,2023-05-22 13:10:00,2023-05-22 15:25:00,AMM,RUH,1,135,233.41
"9445-2305220835--31669,-32213-2-16292-2305231745",286.99,Wizz Air > IndiGo > IndiGo,Amman Queen Alia > Abu Dhabi International > Chennai,AMM > AUH > MAA,Abu Dhabi International > Chennai > Singapore Changi,AUH > MAA > SIN,2023-05-22 08:35:00,2023-05-23 17:45:00,AMM,SIN,3,700,670.32
"9445-2305221320--31973,-31734-1-16759-2305230510",388.7,Pegasus Airlines > Turkish Airlines,Amman Queen Alia > Ankara Esenboga,AMM > ESB,Ankara Esenboga > Tashkent,ESB > TAS,2023-05-22 13:20:00,2023-05-23 05:10:00,AMM,TAS,2,355,607.03
"9445-2305221320--31973,-31734-2-16785-2305230155",308.3,Pegasus Airlines > Turkish Airlines,Amman Queen Alia > Istanbul Sabiha,AMM > SAW,Ankara Esenboga > Tbilisi,ESB > TBS,2023-05-22 13:20:00,2023-05-23 01:55:00,AMM,TBS,2,240,488.3
9445-2305221040--31915-1-16995-2305230750,78.99,Ryanair > Ryanair,Amman Queen Alia > Paphos,AMM > PFO,Paphos > Ben Gurion Intl,PFO > TLV,2023-05-22 10:40:00,2023-05-23 07:50:00,AMM,TLV,2,140,225.66
"9445-2305220225--31939,-32456-2-17075-2305230040",477.05,Qatar Airways > Qatar Airways > Cathay Pacific,Amman Queen Alia > Hamad International > Hong Kong Intl,AMM > DOH > HKG,Hamad International > Hong Kong Intl > Taipei Taiwan Taoyuan,DOH > HKG > TPE,2023-05-22 02:25:00,2023-05-23 00:40:00,AMM,TPE,3,765,882.05
9445-2305220955--31734-1-25768-2305230710,747.6,Turkish Airlines > Turkish Airlines,Amman Queen Alia > Istanbul,AMM > IST,Istanbul > Chinggis Khaan,IST > UBN,2023-05-22 09:55:00,2023-05-23 07:10:00,AMM,UBN,2,620,1054.27
"9445-2305220835--31669,-30759,-31768-3-17606-2305230735",427.99,Wizz Air > Air Arabia Abu Dhabi > Thai AirAsia > Thai AirAsia,Amman Queen Alia > Abu Dhabi International > Kolkata > Don Mueang,AMM > AUH > CCU > DMK,Abu Dhabi International > Kolkata > Don Mueang > Vientiane,AUH > CCU > DMK > VTE,2023-05-22 08:35:00,2023-05-23 07:35:00,AMM,VTE,4,690,857.99
9561-2305220330--31734-1-9445-2305220905,619.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Amman Queen Alia,IST > AMM,2023-05-22 03:30:00,2023-05-22 09:05:00,ASB,AMM,2,380,845.67
9561-2305220330--31734-1-9618-2305230045,499.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Abu Dhabi International,IST > AUH,2023-05-22 03:30:00,2023-05-23 00:45:00,ASB,AUH,2,515,770.67
9561-2305220330--31734-1-9715-2305230040,534.6,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Bahrain,IST > BAH,2023-05-22 03:30:00,2023-05-23 00:40:00,ASB,BAH,2,485,796.27
"9561-2305220330--31734,-31973-1-9834-2305230130",556.4,Turkish Airlines > Pegasus Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Beirut,IST > BEY,2023-05-22 03:30:00,2023-05-23 01:30:00,ASB,BEY,2,355,774.73
9561-2305220330--31734-1-9882-2305230200,556.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Baghdad International,IST > BGW,2023-05-22 03:30:00,2023-05-23 02:00:00,ASB,BGW,2,415,794.33
9561-2305220330--31734-1-9970-2305230620,767.99,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Bangkok Suvarnabhumi,IST > BKK,2023-05-22 03:30:00,2023-05-23 06:20:00,ASB,BKK,2,820,1141.32
"9561-2305220330--31734,-31924-2-10258-2305231715",989.02,Turkish Airlines > Turkish Airlines > Royal Brunei ,Ashgabat > Istanbul > Bangkok Suvarnabhumi,ASB > IST > BKK,Istanbul > Bangkok Suvarnabhumi > Bandar Seri Begawan,IST > BKK > BWN,2023-05-22 03:30:00,2023-05-23 17:15:00,ASB,BWN,3,985,1467.35
9561-2305220330--31734-1-10485-2305231735,779.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Soekarno-Hatta,IST > CGK,2023-05-22 03:30:00,2023-05-23 17:35:00,ASB,CGK,2,955,1197.33
9561-2305220330--31734-2-10610-2305231510,704.0,Turkish Airlines > Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul > Velana International,ASB > IST > MLE,Istanbul > Velana International > Colombo Bandaranayake,IST > MLE > CMB,2023-05-22 03:30:00,2023-05-23 15:10:00,ASB,CMB,3,825,1129.0
9561-2305220330--31734-1-10901-2305230505,658.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Hazrat Shahjalal International Airport ,IST > DAC,2023-05-22 03:30:00,2023-05-23 05:05:00,ASB,DAC,2,700,991.33
9561-2305220330--31734-1-10957-2305230440,676.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Indira Gandhi International ,IST > DEL,2023-05-22 03:30:00,2023-05-23 04:40:00,ASB,DEL,2,605,977.67
"9561-2305220330--31734,-32433-2-11001-2305241225",1249.7,Turkish Airlines > Turkish Airlines > Citilink,Ashgabat > Istanbul > Bali (Denpasar),ASB > IST > DPS,Istanbul > Bali (Denpasar) > Dili,IST > DPS > DIL,2023-05-22 03:30:00,2023-05-24 12:25:00,ASB,DIL,3,1110,1769.7
9561-2305220330--31734-1-11089-2305230045,619.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Hamad International,IST > DOH,2023-05-22 03:30:00,2023-05-23 00:45:00,ASB,DOH,2,500,885.67
"9561-2305220330--31734,-32708-2-11191-2305231730",754.1,Turkish Airlines > Air Astana,Ashgabat > Almaty,ASB > ALA,Istanbul > Dushanbe,IST > DYU,2023-05-22 03:30:00,2023-05-23 17:30:00,ASB,DYU,2,365,975.77
9561-2305220330--31734-1-11389-2305220805,418.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Ankara Esenboga,IST > ESB,2023-05-22 03:30:00,2023-05-22 08:05:00,ASB,ESB,2,315,623.0
"9561-2305220330--31734,-31973-1-11431-2305230235",562.9,Turkish Airlines > Pegasus Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Yerevan,IST > EVN,2023-05-22 03:30:00,2023-05-23 02:35:00,ASB,EVN,2,370,786.23
"9561-2305220330--31734,-31973-1-11636-2305230410",595.7,Turkish Airlines > Pegasus Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Bishkek,IST > FRU,2023-05-22 03:30:00,2023-05-23 04:10:00,ASB,FRU,2,550,879.03
9561-2305220330--31734-1-12042-2305221045,471.9,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Baku Heydar Aliyev International,IST > GYD,2023-05-22 03:30:00,2023-05-22 10:45:00,ASB,GYD,2,410,708.57
9561-2305220330--31734-1-12071-2305231520,816.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Hanoi,IST > HAN,2023-05-22 03:30:00,2023-05-23 15:20:00,ASB,HAN,2,820,1189.33
"9561-2305220330--31734,-31461-2-12409-2305232335",901.5,Turkish Airlines > Turkish Airlines > Thai AirAsia X,Ashgabat > Istanbul > Bangkok Suvarnabhumi,ASB > IST > BKK,Istanbul > Bangkok Suvarnabhumi > Incheon International Airport,IST > BKK > ICN,2023-05-22 03:30:00,2023-05-23 23:35:00,ASB,ICN,3,1155,1436.5
9561-2305220330--31734-1-12461-2305230130,528.1,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Imam Khomeini International,IST > IKA,2023-05-22 03:30:00,2023-05-23 01:30:00,ASB,IKA,2,420,768.1
9561-2305220330--31734-1-12569-2305230335,619.2,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Islamabad,IST > ISB,2023-05-22 03:30:00,2023-05-23 03:35:00,ASB,ISB,2,570,909.2
"9561-2305220330--31734,-32301-2-13288-2305230025",698.3,Turkish Airlines > Turkish Airlines > flydubai,Ashgabat > Istanbul > Dubai,ASB > IST > DXB,Istanbul > Dubai > Kathmandu,IST > DXB > KTM,2023-05-22 03:30:00,2023-05-23 00:25:00,ASB,KTM,3,795,1113.3
"9561-2305220330--31734,-32166-2-13311-2305231400",870.28,Turkish Airlines > Turkish Airlines > Jetstar,Ashgabat > Istanbul > Singapore Changi,ASB > IST > SIN,Istanbul > Singapore Changi > Kuala Lumpur International,IST > SIN > KUL,2023-05-22 03:30:00,2023-05-23 14:00:00,ASB,KUL,3,965,1341.95
9561-2305220330--31734-1-13344-2305230130,453.6,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Kuwait,IST > KWI,2023-05-22 03:30:00,2023-05-23 01:30:00,ASB,KWI,2,465,708.6
"9561-2305220330--31734,-32756-2-13445-2305222255",613.6,Turkish Airlines > Aegean Airlines > Aegean Airlines,Ashgabat > Istanbul > Athens International,ASB > IST > ATH,Istanbul > Athens International > Larnaca,IST > ATH > LCA,2023-05-22 03:30:00,2023-05-22 22:55:00,ASB,LCA,3,440,910.27
9561-2305220330--31734-1-13938-2305230030,622.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Muscat,IST > MCT,2023-05-22 03:30:00,2023-05-23 00:30:00,ASB,MCT,2,540,902.0
"9561-2305220330--31734,-32761-2-14155-2305232025",630.8,Turkish Airlines > Turkish Airlines > Wizz Air Abu Dhabi,Ashgabat > Istanbul > Abu Dhabi International,ASB > IST > AUH,Istanbul > Abu Dhabi International > Velana International,IST > AUH > MLE,2023-05-22 03:30:00,2023-05-23 20:25:00,ASB,MLE,3,835,1059.13
9561-2305220330--31734-1-14213-2305231910,864.2,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Manila Ninoy Aquino,IST > MNL,2023-05-22 03:30:00,2023-05-23 19:10:00,ASB,MNL,2,960,1284.2
9561-2305220330--31734-1-25715-2305230150,771.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Astana Nursultan Nazarbayev,IST > NQZ,2023-05-22 03:30:00,2023-05-23 01:50:00,ASB,NQZ,2,545,1052.67
"9561-2305220330--31734,-32317-2-14788-2305231305",958.2,Turkish Airlines > Finnair > Finnair,Ashgabat > Istanbul > Helsinki Vantaa,ASB > IST > HEL,Istanbul > Helsinki Vantaa > Tokyo Narita,IST > HEL > NRT,2023-05-22 03:30:00,2023-05-23 13:05:00,ASB,NRT,3,1275,1533.2
"9561-2305220330--31734,-31714-2-15277-2305230910",988.1,Turkish Airlines > Uzbekistan Airways > Uzbekistan Airways,Ashgabat > Istanbul > Tashkent,ASB > IST > TAS,Istanbul > Tashkent > Beijing Capital,IST > TAS > PEK,2023-05-22 03:30:00,2023-05-23 09:10:00,ASB,PEK,3,840,1418.1
"9561-2305220330--31734,-31768-2-15458-2305231620",851.3,Turkish Airlines > Turkish Airlines > Thai AirAsia,Ashgabat > Istanbul > Don Mueang,ASB > IST > DMK,Istanbul > Bangkok Suvarnabhumi > Phnom Penh,IST > BKK > PNH,2023-05-22 03:30:00,2023-05-23 16:20:00,ASB,PNH,3,895,1299.63
"9561-2305220330--31734,-32036-1-16029-2305221735",531.4,Turkish Airlines > Flynas,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Riyadh,IST > RUH,2023-05-22 03:30:00,2023-05-22 17:35:00,ASB,RUH,2,480,791.4
9561-2305220330--31734-1-16292-2305230900,757.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Singapore Changi,IST > SIN,2023-05-22 03:30:00,2023-05-23 09:00:00,ASB,SIN,2,895,1155.33
9561-2305220330--31734-1-16759-2305221325,497.0,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Tashkent,IST > TAS,2023-05-22 03:30:00,2023-05-22 13:25:00,ASB,TAS,2,520,770.33
9561-2305220330--31734-1-16785-2305230155,488.7,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Tbilisi,IST > TBS,2023-05-22 03:30:00,2023-05-23 01:55:00,ASB,TBS,2,380,715.37
9561-2305220330--31734-1-16995-2305221520,520.7,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul Sabiha,ASB > SAW,Istanbul > Ben Gurion Intl,IST > TLV,2023-05-22 03:30:00,2023-05-22 15:20:00,ASB,TLV,2,375,745.7
9561-2305220330--31734-1-17075-2305231755,942.2,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Taipei Taiwan Taoyuan,IST > TPE,2023-05-22 03:30:00,2023-05-23 17:55:00,ASB,TPE,2,930,1352.2
9561-2305220330--31734-1-25768-2305230710,967.99,Turkish Airlines > Turkish Airlines,Ashgabat > Istanbul,ASB > IST,Istanbul > Chinggis Khaan,IST > UBN,2023-05-22 03:30:00,2023-05-23 07:10:00,ASB,UBN,2,730,1311.32
"9561-2305220330--31734,-31768-2-17606-2305231315",854.9,Turkish Airlines > Turkish Airlines > Thai AirAsia,Ashgabat > Istanbul > Don Mueang,ASB > IST > DMK,Istanbul > Bangkok Suvarnabhumi > Vientiane,IST > BKK > VTE,2023-05-22 03:30:00,2023-05-23 13:15:00,ASB,VTE,3,890,1301.57
9618-2305220540--32761-0-9445-2305220800,68.61,Wizz Air Abu Dhabi,Abu Dhabi International,AUH,Amman Queen Alia,AMM,2023-05-22 05:40:00,2023-05-22 08:00:00,AUH,AMM,1,200,185.28
"9618-2305221700--31669,-32348-2-9561-2305230325",311.99,Wizz Air > Emirates > Emirates,Abu Dhabi International > Dammam > Dubai,AUH > DMM > DXB,Dammam > Dubai > Ashgabat,DMM > DXB > ASB,2023-05-22 17:00:00,2023-05-23 03:25:00,AUH,ASB,3,330,571.99
"9618-2305220540--32761,-32301-2-9715-2305230730",424.39,Wizz Air Abu Dhabi > flydubai > flydubai,Abu Dhabi International > Amman Queen Alia > Dubai,AUH > AMM > DXB,Amman Queen Alia > Dubai > Bahrain,AMM > DXB > BAH,2023-05-22 05:40:00,2023-05-23 07:30:00,AUH,BAH,3,460,727.72
"9618-2305220540--32761,-32301-2-9834-2305232155",559.94,Wizz Air Abu Dhabi > flydubai > flydubai,Abu Dhabi International > Amman Queen Alia > Dubai,AUH > AMM > DXB,Amman Queen Alia > Dubai > Beirut,AMM > DXB > BEY,2023-05-22 05:40:00,2023-05-23 21:55:00,AUH,BEY,3,625,918.27
9618-2305222035--32062-1-9882-2305231340,260.43,MEA > MEA,Abu Dhabi International > Beirut,AUH > BEY,Beirut > Baghdad International,BEY > BGW,2023-05-22 20:35:00,2023-05-23 13:40:00,AUH,BGW,2,285,455.43
9618-2305220045--32213-1-9970-2305221450,193.71,IndiGo > IndiGo,Abu Dhabi International > Mumbai,AUH > BOM,Mumbai > Bangkok Suvarnabhumi,BOM > BKK,2023-05-22 00:45:00,2023-05-22 14:50:00,AUH,BKK,2,455,445.38
"9618-2305221435--32339,-32709,-32611-2-10258-2305231545",279.9,Etihad Airways > AirAsia X > AirAsia,Abu Dhabi International > Indira Gandhi International  > Kuala Lumpur International,AUH > DEL > KUL,Indira Gandhi International  > Kuala Lumpur International > Bandar Seri Begawan,DEL > KUL > BWN,2023-05-22 14:35:00,2023-05-23 15:45:00,AUH,BWN,3,710,666.57
"9618-2305221400--32339,-32611,-32211-2-10485-2305230925",262.7,Etihad Airways > AirAsia > Indonesia AirAsia,Abu Dhabi International > Chennai > Kuala Lumpur International,AUH > MAA > KUL,Chennai > Kuala Lumpur International > Soekarno-Hatta,MAA > KUL > CGK,2023-05-22 14:00:00,2023-05-23 09:25:00,AUH,CGK,3,600,612.7
9618-2305220235--32213-1-10610-2305230230,148.71,IndiGo > IndiGo,Abu Dhabi International > Chennai,AUH > MAA,Chennai > Colombo Bandaranayake,MAA > CMB,2023-05-22 02:35:00,2023-05-23 02:30:00,AUH,CMB,2,345,363.71
9618-2305221000--32339-0-10901-2305221700,124.08,Etihad Airways,Abu Dhabi International,AUH,Hazrat Shahjalal International Airport ,DAC,2023-05-22 10:00:00,2023-05-22 17:00:00,AUH,DAC,1,300,274.08
9618-2305221435--32339-0-10957-2305221935,84.42,Etihad Airways,Abu Dhabi International,AUH,Indira Gandhi International ,DEL,2023-05-22 14:35:00,2023-05-22 19:35:00,AUH,DEL,1,210,204.42
"9618-2305222300--31821,-32433-3-11001-2305241225",703.7,SriLankan Airlines > SriLankan Airlines > Citilink > Citilink,Abu Dhabi International > Colombo Bandaranayake > Soekarno-Hatta > Bali (Denpasar),AUH > CMB > CGK > DPS,Colombo Bandaranayake > Soekarno-Hatta > Bali (Denpasar) > Dili,CMB > CGK > DPS > DIL,2023-05-22 23:00:00,2023-05-24 12:25:00,AUH,DIL,4,775,1162.03
9618-2305220555--31939-0-11089-2305220600,98.03,Qatar Airways,Abu Dhabi International,AUH,Hamad International,DOH,2023-05-22 05:55:00,2023-05-22 06:00:00,AUH,DOH,1,65,169.7
"9618-2305221700--31669,-32036,-31836-3-11191-2305231500",380.99,Wizz Air > Flynas > Flynas > Somon Air,Abu Dhabi International > Dammam > Riyadh > Dubai,AUH > DMM > RUH > DXB,Dammam > Riyadh > Dubai > Dushanbe,DMM > RUH > DXB > DYU,2023-05-22 17:00:00,2023-05-23 15:00:00,AUH,DYU,4,470,737.66
