id,price_amount,marketing_carrier_name,origin_place_name,origin_place_iata,destination_place_name,destination_place_iata,departure_datetime,arrival_datetime,departure_query,arrival_query,segment_count,total_flight_duration,flight_score
"10258-2305221610--32611,-32339-3-13938-2305231015",289.0,AirAsia > Etihad Airways,Bandar Seri Begawan > Abu Dhabi International,BWN > AUH,Kuala Lumpur International > Muscat,KUL > MCT,2023-05-22 16:10:00,2023-05-23 10:15:00,BWN,MCT,2,210,459.0
10258-2305220930--32611-1-14155-2305222020,168.76,AirAsia > AirAsia,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Velana International,KUL > MLE,2023-05-22 09:30:00,2023-05-22 20:20:00,BWN,MLE,2,410,405.43
10258-2305221830--31924-0-14213-2305222045,154.65,Royal Brunei ,Bandar Seri Begawan,BWN,Manila Ninoy Aquino,MNL,2023-05-22 18:30:00,2023-05-22 20:45:00,BWN,MNL,1,135,249.65
"10258-2305220930--32611,-32709,-32708-3-25715-2305231930",638.99,AirAsia > AirAsia X > Air Astana > Air Astana,Bandar Seri Begawan > Kuala Lumpur International > Indira Gandhi International  > Almaty,BWN > KUL > DEL > ALA,Kuala Lumpur International > Indira Gandhi International  > Almaty > Astana Nursultan Nazarbayev,KUL > DEL > ALA > NQZ,2023-05-22 09:30:00,2023-05-23 19:30:00,BWN,NQZ,4,775,1097.32
"10258-2305220930--32611,-31705-2-14788-2305230740",223.99,AirAsia > VietJet Air > VietJet Air,Bandar Seri Begawan > Kuala Lumpur International > Ho Chi Minh City,BWN > KUL > SGN,Kuala Lumpur International > Ho Chi Minh City > Tokyo Narita,KUL > SGN > NRT,2023-05-22 09:30:00,2023-05-23 07:40:00,BWN,NRT,3,640,587.32
"10258-2305221830--31924,-32442-2-15277-2305230915",367.97,Royal Brunei  > China Eastern > China Eastern,Bandar Seri Begawan > Manila Ninoy Aquino > Shanghai Hongqiao,BWN > MNL > SHA,Manila Ninoy Aquino > Shanghai PuDong > Beijing Capital,MNL > PVG > PEK,2023-05-22 18:30:00,2023-05-23 09:15:00,BWN,PEK,3,485,679.64
10258-2305221610--32611-1-15458-2305231245,118.1,AirAsia > AirAsia,Bandar Seri Begawan > Kuala Lumpur International,BWN > KUL,Kuala Lumpur International > Phnom Penh,KUL > PNH,2023-05-22 16:10:00,2023-05-23 12:45:00,BWN,PNH,2,260,304.77
"10258-2305221610--32611,-32036-2-16029-2305231115",416.5,AirAsia > AirAsia > Flynas,Bandar Seri Begawan > Kuala Lumpur International > Hyderabad,BWN > KUL > HYD,Kuala Lumpur International > Hyderabad > Riyadh,KUL > HYD > RUH,2023-05-22 16:10:00,2023-05-23 11:15:00,BWN,RUH,3,690,796.5
10258-2305221205--31876-0-16292-2305221410,140.0,Singapore Airlines,Bandar Seri Begawan,BWN,Singapore Changi,SIN,2023-05-22 12:05:00,2023-05-22 14:10:00,BWN,SIN,1,125,231.67
"10258-2305220930--32611,-32709,-31714-2-16759-2305230905",464.7,AirAsia > AirAsia X > Uzbekistan Airways,Bandar Seri Begawan > Kuala Lumpur International > Indira Gandhi International ,BWN > KUL > DEL,Kuala Lumpur International > Indira Gandhi International  > Tashkent,KUL > DEL > TAS,2023-05-22 09:30:00,2023-05-23 09:05:00,BWN,TAS,3,655,833.03
"10258-2305221610--32611,-31939-2-16785-2305240010",605.8,AirAsia > Qatar Airways > Qatar Airways,Bandar Seri Begawan > Kuala Lumpur International > Hamad International,BWN > KUL > DOH,Kuala Lumpur International > Hamad International > Tbilisi,KUL > DOH > TBS,2023-05-22 16:10:00,2023-05-24 00:10:00,BWN,TBS,3,780,1015.8
"10258-2305220930--32611,-32339,-31669-2-16995-2305231050",601.99,AirAsia > Etihad Airways > Wizz Air,Bandar Seri Begawan > Kuala Lumpur International > Abu Dhabi International,BWN > KUL > AUH,Kuala Lumpur International > Abu Dhabi International > Ben Gurion Intl,KUL > AUH > TLV,2023-05-22 09:30:00,2023-05-23 10:50:00,BWN,TLV,3,770,1008.66
"10258-2305222125--31924,-32611-1-17075-2305230925",247.7,Royal Brunei  > AirAsia,Bandar Seri Begawan > Kota Kinabalu,BWN > BKI,Kota Kinabalu > Taipei Taiwan Taoyuan,BKI > TPE,2023-05-22 21:25:00,2023-05-23 09:25:00,BWN,TPE,2,240,427.7
"10258-2305220930--32611,-32709,-32052-2-25768-2305231700",564.99,AirAsia > AirAsia X > MIAT Mongolian Airlines,Bandar Seri Begawan > Kuala Lumpur International > Incheon International Airport,BWN > KUL > ICN,Kuala Lumpur International > Incheon International Airport > Chinggis Khaan,KUL > ICN > UBN,2023-05-22 09:30:00,2023-05-23 17:00:00,BWN,UBN,3,775,973.32
"10258-2305220930--32611,-31768-2-17606-2305230735",168.99,AirAsia > Thai AirAsia > Thai AirAsia,Bandar Seri Begawan > Kuala Lumpur International > Don Mueang,BWN > KUL > DMK,Kuala Lumpur International > Don Mueang > Vientiane,KUL > DMK > VTE,2023-05-22 09:30:00,2023-05-23 07:35:00,BWN,VTE,3,355,437.32
10485-2305220110--31939-1-9445-2305221855,377.0,Qatar Airways > Qatar Airways,Soekarno-Hatta > Hamad International,CGK > DOH,Hamad International > Amman Queen Alia,DOH > AMM,2023-05-22 01:10:00,2023-05-22 18:55:00,CGK,AMM,2,680,703.67
"10485-2305220415--32080,-32348-2-9561-2305230325",618.0,Malaysia Airlines > Emirates > Emirates,Soekarno-Hatta > Kuala Lumpur International > Dubai,CGK > KUL > DXB,Kuala Lumpur International > Dubai > Ashgabat,KUL > DXB > ASB,2023-05-22 04:15:00,2023-05-23 03:25:00,CGK,ASB,3,695,999.67
"10485-2305221450--32611,-32339-2-9618-2305230705",308.6,AirAsia > AirAsia > Etihad Airways,Soekarno-Hatta > Kuala Lumpur International > Hyderabad,CGK > KUL > HYD,Kuala Lumpur International > Hyderabad > Abu Dhabi International,KUL > HYD > AUH,2023-05-22 14:50:00,2023-05-23 07:05:00,CGK,AUH,3,615,663.6
10485-2305221705--32257-1-9715-2305222345,533.5,Gulf Air > Gulf Air,Soekarno-Hatta > Abu Dhabi International,CGK > AUH,Abu Dhabi International > Bahrain,AUH > BAH,2023-05-22 17:05:00,2023-05-22 23:45:00,CGK,BAH,2,545,815.17
10485-2305221905--31896-1-9834-2305231240,495.5,Saudia > Saudia,Soekarno-Hatta > Jeddah,CGK > JED,Jeddah > Beirut,JED > BEY,2023-05-22 19:05:00,2023-05-23 12:40:00,CGK,BEY,2,745,843.83
"10485-2305221045--32211,-32714-2-9882-2305230920",474.99,Indonesia AirAsia > Air Arabia > Air Arabia,Soekarno-Hatta > Kuala Lumpur International > Sharjah,CGK > KUL > SHJ,Kuala Lumpur International > Sharjah > Baghdad International,KUL > SHJ > BGW,2023-05-22 10:45:00,2023-05-23 09:20:00,CGK,BGW,3,695,856.66
10485-2305221405--32211-0-11052-2305221740,66.0,Indonesia AirAsia,Soekarno-Hatta,CGK,Don Mueang,DMK,2023-05-22 14:05:00,2023-05-22 17:40:00,CGK,BKK,1,215,187.67
"10485-2305220635--32211,-32611-1-10258-2305221545",119.88,Indonesia AirAsia > AirAsia,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Bandar Seri Begawan,KUL > BWN,2023-05-22 06:35:00,2023-05-22 15:45:00,CGK,BWN,2,275,311.55
10485-2305221450--32611-1-10610-2305222155,173.34,AirAsia > AirAsia,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Colombo Bandaranayake,KUL > CMB,2023-05-22 14:50:00,2023-05-22 21:55:00,CGK,CMB,2,345,388.34
"10485-2305221635--32211,-31768-1-10901-2305230025",160.99,Indonesia AirAsia > Thai AirAsia,Soekarno-Hatta > Don Mueang,CGK > DMK,Don Mueang > Hazrat Shahjalal International Airport ,DMK > DAC,2023-05-22 16:35:00,2023-05-23 00:25:00,CGK,DAC,2,360,380.99
"10485-2305220635--32211,-32709-1-10957-2305222215",162.65,Indonesia AirAsia > AirAsia X,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Indira Gandhi International ,KUL > DEL,2023-05-22 06:35:00,2023-05-22 22:15:00,CGK,DEL,2,460,415.98
"10485-2305220445--30749,-32433-1-11001-2305221225",309.5,Super Air Jet > Citilink,Soekarno-Hatta > Bali (Denpasar),CGK > DPS,Bali (Denpasar) > Dili,DPS > DIL,2023-05-22 04:45:00,2023-05-22 12:25:00,CGK,DIL,2,225,484.5
10485-2305221425--31821-1-11089-2305222115,450.4,SriLankan Airlines > SriLankan Airlines,Soekarno-Hatta > Colombo Bandaranayake,CGK > CMB,Colombo Bandaranayake > Hamad International,CMB > DOH,2023-05-22 14:25:00,2023-05-22 21:15:00,CGK,DOH,2,580,743.73
"10485-2305221825--32080,-32348-2-11191-2305240255",615.14,Malaysia Airlines > Emirates > Emirates,Soekarno-Hatta > Kuala Lumpur International > Dubai,CGK > KUL > DXB,Kuala Lumpur International > Dubai > Dushanbe,KUL > DXB > DYU,2023-05-22 18:25:00,2023-05-24 02:55:00,CGK,DYU,3,750,1015.14
10485-2305220110--31939-1-11389-2305221220,481.0,Qatar Airways > Qatar Airways,Soekarno-Hatta > Hamad International,CGK > DOH,Hamad International > Ankara Esenboga,DOH > ESB,2023-05-22 01:10:00,2023-05-22 12:20:00,CGK,ESB,2,730,824.33
"10485-2305221425--31821,-32761-2-11431-2305230850",563.3,SriLankan Airlines > SriLankan Airlines > Wizz Air Abu Dhabi,Soekarno-Hatta > Colombo Bandaranayake > Abu Dhabi International,CGK > CMB > AUH,Colombo Bandaranayake > Abu Dhabi International > Yerevan,CMB > AUH > EVN,2023-05-22 14:25:00,2023-05-23 08:50:00,CGK,EVN,3,755,964.97
"10485-2305221145--32211,-32709,-32708-3-11636-2305231825",527.99,Indonesia AirAsia > AirAsia X > Air Astana > Air Astana,Soekarno-Hatta > Kuala Lumpur International > Indira Gandhi International  > Almaty,CGK > KUL > DEL > ALA,Kuala Lumpur International > Indira Gandhi International  > Almaty > Bishkek,KUL > DEL > ALA > FRU,2023-05-22 11:45:00,2023-05-23 18:25:00,CGK,FRU,4,700,961.32
10485-2305221755--32348-1-12042-2305231105,421.96,Emirates > Emirates,Soekarno-Hatta > Dubai,CGK > DXB,Dubai > Baku Heydar Aliyev International,DXB > GYD,2023-05-22 17:55:00,2023-05-23 11:05:00,CGK,GYD,2,655,740.29
"10485-2305220635--32211,-32611-1-12071-2305221500",117.39,Indonesia AirAsia > AirAsia,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Hanoi,KUL > HAN,2023-05-22 06:35:00,2023-05-22 15:00:00,CGK,HAN,2,330,327.39
"10485-2305221045--32211,-32709-1-12409-2305222310",149.7,Indonesia AirAsia > AirAsia X,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Incheon International Airport,KUL > ICN,2023-05-22 10:45:00,2023-05-22 23:10:00,CGK,ICN,2,530,426.37
"10485-2305221635--32211,-32348-2-12461-2305230845",647.6,Indonesia AirAsia > Emirates > Emirates,Soekarno-Hatta > Bangkok Suvarnabhumi > Dubai,CGK > BKK > DXB,Don Mueang > Dubai > Imam Khomeini International,DMK > DXB > IKA,2023-05-22 16:35:00,2023-05-23 08:45:00,CGK,IKA,3,740,1044.27
"10485-2305220635--32211,-31963-1-12569-2305221630",429.4,Indonesia AirAsia > PIA,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Islamabad,KUL > ISB,2023-05-22 06:35:00,2023-05-22 16:30:00,CGK,ISB,2,490,692.73
10485-2305220945--32076-1-13288-2305222035,169.9,Malindo Air > Malindo Air,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Kathmandu,KUL > KTM,2023-05-22 09:45:00,2023-05-22 20:35:00,CGK,KTM,2,410,406.57
10485-2305220500--32211-0-13311-2305220805,66.0,Indonesia AirAsia,Soekarno-Hatta,CGK,Kuala Lumpur International,KUL,2023-05-22 05:00:00,2023-05-22 08:05:00,CGK,KUL,1,125,157.67
"10485-2305221110--32211,-32213-2-13344-2305230130",376.44,Indonesia AirAsia > IndiGo > IndiGo,Soekarno-Hatta > Singapore Changi > Chennai,CGK > SIN > MAA,Singapore Changi > Chennai > Kuwait,SIN > MAA > KWI,2023-05-22 11:10:00,2023-05-23 01:30:00,CGK,KWI,3,665,748.11
"10485-2305221825--32080,-32348-2-13445-2305231110",564.0,Malaysia Airlines > Emirates > Emirates,Soekarno-Hatta > Kuala Lumpur International > Dubai,CGK > KUL > DXB,Kuala Lumpur International > Dubai > Larnaca,KUL > DXB > LCA,2023-05-22 18:25:00,2023-05-23 11:10:00,CGK,LCA,3,800,980.67
"10485-2305221450--32611,-32671-2-13938-2305231200",258.99,AirAsia > AirAsia > Air India Express,Soekarno-Hatta > Kuala Lumpur International > Hyderabad,CGK > KUL > HYD,Kuala Lumpur International > Hyderabad > Muscat,KUL > HYD > MCT,2023-05-22 14:50:00,2023-05-23 12:00:00,CGK,MCT,3,615,613.99
"10485-2305221045--32211,-32611-1-14155-2305222020",169.99,Indonesia AirAsia > AirAsia,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Velana International,KUL > MLE,2023-05-22 10:45:00,2023-05-22 20:20:00,CGK,MLE,2,385,398.32
10485-2305220015--32454-0-14213-2305220545,177.85,Cebu Pacific,Soekarno-Hatta,CGK,Manila Ninoy Aquino,MNL,2023-05-22 00:15:00,2023-05-22 05:45:00,CGK,MNL,1,270,317.85
"10485-2305221905--31896,-31973-2-25715-2305240505",567.3,Saudia > Saudia > Pegasus Airlines,Soekarno-Hatta > Jeddah > Istanbul Sabiha,CGK > JED > SAW,Jeddah > Istanbul > Astana Nursultan Nazarbayev,JED > IST > NQZ,2023-05-22 19:05:00,2023-05-24 05:05:00,CGK,NQZ,3,1090,1080.63
"10485-2305222015--32211,-30816-1-14788-2305230900",250.99,Indonesia AirAsia > Zipair,Soekarno-Hatta > Singapore Changi,CGK > SIN,Singapore Changi > Tokyo Narita,SIN > NRT,2023-05-22 20:15:00,2023-05-23 09:00:00,CGK,NRT,2,545,532.66
10485-2305222330--32442-1-15277-2305231320,211.99,China Eastern > China Eastern,Soekarno-Hatta > Shanghai Hongqiao,CGK > SHA,Shanghai PuDong > Beijing Capital,PVG > PEK,2023-05-22 23:30:00,2023-05-23 13:20:00,CGK,PEK,2,525,486.99
10485-2305222050--32211-0-15458-2305222345,78.8,Indonesia AirAsia,Soekarno-Hatta,CGK,Phnom Penh,PNH,2023-05-22 20:50:00,2023-05-22 23:45:00,CGK,PNH,1,175,187.13
10485-2305221450--32003-1-16029-2305230305,447.6,Oman Air > Oman Air,Soekarno-Hatta > Muscat,CGK > MCT,Muscat > Riyadh,MCT > RUH,2023-05-22 14:50:00,2023-05-23 03:05:00,CGK,RUH,2,600,747.6
10485-2305221625--32211-0-16292-2305221910,31.0,Indonesia AirAsia,Soekarno-Hatta,CGK,Singapore Changi,SIN,2023-05-22 16:25:00,2023-05-22 19:10:00,CGK,SIN,1,105,116.0
"10485-2305220635--32211,-31714-1-16759-2305221640",450.38,Indonesia AirAsia > Uzbekistan Airways,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Tashkent,KUL > TAS,2023-05-22 06:35:00,2023-05-22 16:40:00,CGK,TAS,2,610,753.71
"10485-2305220040--32348,-30943-2-16785-2305221910",560.6,Emirates > Emirates > Buta Airways,Soekarno-Hatta > Dubai > Baku Heydar Aliyev International,CGK > DXB > GYD,Dubai > Baku Heydar Aliyev International > Tbilisi,DXB > GYD > TBS,2023-05-22 00:40:00,2023-05-22 19:10:00,CGK,TBS,3,725,952.27
10485-2305221755--32348-1-16995-2305231025,516.0,Emirates > Emirates,Soekarno-Hatta > Dubai,CGK > DXB,Dubai > Ben Gurion Intl,DXB > TLV,2023-05-22 17:55:00,2023-05-23 10:25:00,CGK,TLV,2,670,839.33
"10485-2305220500--32211,-32709-1-17075-2305221440",125.2,Indonesia AirAsia > AirAsia X,Soekarno-Hatta > Kuala Lumpur International,CGK > KUL,Kuala Lumpur International > Taipei Taiwan Taoyuan,KUL > TPE,2023-05-22 05:00:00,2023-05-22 14:40:00,CGK,TPE,2,425,366.87
"10485-2305222330--32442,-32052-2-25768-2305232340",508.99,China Eastern > China Eastern > MIAT Mongolian Airlines,Soekarno-Hatta > Shanghai Hongqiao > Beijing Capital,CGK > SHA > PEK,Shanghai PuDong > Beijing Capital > Chinggis Khaan,PVG > PEK > UBN,2023-05-22 23:30:00,2023-05-23 23:40:00,CGK,UBN,3,675,883.99
10485-2305220240--31768-1-17606-2305221315,117.99,Thai AirAsia > Thai AirAsia,Soekarno-Hatta > Don Mueang,CGK > DMK,Don Mueang > Vientiane,DMK > VTE,2023-05-22 02:40:00,2023-05-22 13:15:00,CGK,VTE,2,285,312.99
10610-2305220500--32714-1-9445-2305221540,277.82,Air Arabia > Air Arabia,Colombo Bandaranayake > Sharjah,CMB > SHJ,Sharjah > Amman Queen Alia,SHJ > AMM,2023-05-22 05:00:00,2023-05-22 15:40:00,CMB,AMM,2,445,526.15
"10610-2305220500--32714,-32348-3-9561-2305230325",495.99,Air Arabia > Air Arabia > Emirates > Emirates,Colombo Bandaranayake > Sharjah > Muscat > Dubai,CMB > SHJ > MCT > DXB,Sharjah > Muscat > Dubai > Ashgabat,SHJ > MCT > DXB > ASB,2023-05-22 05:00:00,2023-05-23 03:25:00,CMB,ASB,4,545,877.66
10610-2305221300--31435-1-9618-2305222315,229.7,Vistara > Vistara,Colombo Bandaranayake > Mumbai,CMB > BOM,Mumbai > Abu Dhabi International,BOM > AUH,2023-05-22 13:00:00,2023-05-22 23:15:00,CMB,AUH,2,340,443.03
10610-2305220210--32301-1-9715-2305220730,359.98,flydubai > flydubai,Colombo Bandaranayake > Dubai,CMB > DXB,Dubai > Bahrain,DXB > BAH,2023-05-22 02:10:00,2023-05-22 07:30:00,CMB,BAH,2,360,579.98
10610-2305220500--32714-1-9834-2305221240,271.4,Air Arabia > Air Arabia,Colombo Bandaranayake > Sharjah,CMB > SHJ,Sharjah > Beirut,SHJ > BEY,2023-05-22 05:00:00,2023-05-22 12:40:00,CMB,BEY,2,500,538.07
10610-2305220500--32714-1-9882-2305221120,313.3,Air Arabia > Air Arabia,Colombo Bandaranayake > Sharjah,CMB > SHJ,Sharjah > Baghdad International,SHJ > BGW,2023-05-22 05:00:00,2023-05-22 11:20:00,CMB,BGW,2,405,548.3
10610-2305220110--31821-0-9970-2305220615,285.89,SriLankan Airlines,Colombo Bandaranayake,CMB,Bangkok Suvarnabhumi,BKK,2023-05-22 01:10:00,2023-05-22 06:15:00,CMB,BKK,1,215,407.56
10610-2305222255--32611-1-10258-2305231545,176.6,AirAsia > AirAsia,Colombo Bandaranayake > Kuala Lumpur International,CMB > KUL,Kuala Lumpur International > Bandar Seri Begawan,KUL > BWN,2023-05-22 22:55:00,2023-05-23 15:45:00,CMB,BWN,2,365,398.27
10610-2305220720--31821-0-10485-2305221330,343.06,SriLankan Airlines,Colombo Bandaranayake,CMB,Soekarno-Hatta,CGK,2023-05-22 07:20:00,2023-05-22 13:30:00,CMB,CGK,1,280,486.39
10610-2305220210--32301-1-10901-2305221430,542.51,flydubai > flydubai,Colombo Bandaranayake > Dubai,CMB > DXB,Dubai > Hazrat Shahjalal International Airport ,DXB > DAC,2023-05-22 02:10:00,2023-05-22 14:30:00,CMB,DAC,2,590,839.18
10610-2305221435--32213-1-10957-2305222205,247.64,IndiGo > IndiGo,Colombo Bandaranayake > Bengaluru,CMB > BLR,Bengaluru > Indira Gandhi International ,BLR > DEL,2023-05-22 14:35:00,2023-05-22 22:05:00,CMB,DEL,2,235,425.97
"10610-2305222255--32611,-32433-2-11001-2305241225",451.8,AirAsia > AirAsia > Citilink,Colombo Bandaranayake > Kuala Lumpur International > Bali (Denpasar),CMB > KUL > DPS,Kuala Lumpur International > Bali (Denpasar) > Dili,KUL > DPS > DIL,2023-05-22 22:55:00,2023-05-24 12:25:00,CMB,DIL,3,520,775.13
10610-2305221840--31821-0-11089-2305222115,273.14,SriLankan Airlines,Colombo Bandaranayake,CMB,Hamad International,DOH,2023-05-22 18:40:00,2023-05-22 21:15:00,CMB,DOH,1,305,424.81
"10610-2305221435--32213,-32708-3-11191-2305231730",509.51,IndiGo > Air Astana > Air Astana,Colombo Bandaranayake > Indira Gandhi International  > Almaty,CMB > DEL > ALA,Bengaluru > Almaty > Dushanbe,BLR > ALA > DYU,2023-05-22 14:35:00,2023-05-23 17:30:00,CMB,DYU,3,380,786.18
"10610-2305221030--31939,-31973-2-11389-2305222225",546.3,Qatar Airways > Qatar Airways > Pegasus Airlines,Colombo Bandaranayake > Hamad International > Istanbul Sabiha,CMB > DOH > SAW,Hamad International > Istanbul Sabiha > Ankara Esenboga,DOH > SAW > ESB,2023-05-22 10:30:00,2023-05-22 22:25:00,CMB,ESB,3,620,902.97
"10610-2305221300--31435,-32761-2-11431-2305230850",325.2,Vistara > Vistara > Wizz Air Abu Dhabi,Colombo Bandaranayake > Mumbai > Abu Dhabi International,CMB > BOM > AUH,Mumbai > Abu Dhabi International > Yerevan,BOM > AUH > EVN,2023-05-22 13:00:00,2023-05-23 08:50:00,CMB,EVN,3,540,655.2
10610-2305221505--32714-1-11636-2305230320,390.51,Air Arabia > Air Arabia,Colombo Bandaranayake > Sharjah,CMB > SHJ,Sharjah > Bishkek,SHJ > FRU,2023-05-22 15:05:00,2023-05-23 03:20:00,CMB,FRU,2,495,655.51
"10610-2305221355--32213,-31669-2-12042-2305230915",327.99,IndiGo > IndiGo > Wizz Air,Colombo Bandaranayake > Chennai > Abu Dhabi International,CMB > MAA > AUH,Chennai > Abu Dhabi International > Baku Heydar Aliyev International,MAA > AUH > GYD,2023-05-22 13:55:00,2023-05-23 09:15:00,CMB,GYD,3,525,652.99
10610-2305222255--32611-1-12071-2305231500,189.7,AirAsia > AirAsia,Colombo Bandaranayake > Kuala Lumpur International,CMB > KUL,Kuala Lumpur International > Hanoi,KUL > HAN,2023-05-22 22:55:00,2023-05-23 15:00:00,CMB,HAN,2,420,429.7
10610-2305220050--31876-1-12409-2305222215,504.35,Singapore Airlines > Singapore Airlines,Colombo Bandaranayake > Singapore Changi,CMB > SIN,Singapore Changi > Incheon International Airport,SIN > ICN,2023-05-22 00:50:00,2023-05-22 22:15:00,CMB,ICN,2,635,816.02
10610-2305220500--32714-1-12461-2305221055,295.19,Air Arabia > Air Arabia,Colombo Bandaranayake > Sharjah,CMB > SHJ,Sharjah > Imam Khomeini International,SHJ > IKA,2023-05-22 05:00:00,2023-05-22 10:55:00,CMB,IKA,2,385,523.52
"10610-2305220240--31821,-31963-1-12569-2305221455",446.5,SriLankan Airlines > PIA,Colombo Bandaranayake > Karachi,CMB > KHI,Karachi > Islamabad,KHI > ISB,2023-05-22 02:40:00,2023-05-22 14:55:00,CMB,ISB,2,330,656.5
10610-2305220210--32301-1-13288-2305230025,509.68,flydubai > flydubai,Colombo Bandaranayake > Dubai,CMB > DXB,Dubai > Kathmandu,DXB > KTM,2023-05-22 02:10:00,2023-05-23 00:25:00,CMB,KTM,2,565,798.01
10610-2305222255--32611-0-13311-2305230505,166.7,AirAsia,Colombo Bandaranayake,CMB,Kuala Lumpur International,KUL,2023-05-22 22:55:00,2023-05-23 05:05:00,CMB,KUL,1,220,290.03
10610-2305220210--32301-1-13344-2305220750,391.92,flydubai > flydubai,Colombo Bandaranayake > Dubai,CMB > DXB,Dubai > Kuwait,DXB > KWI,2023-05-22 02:10:00,2023-05-22 07:50:00,CMB,KWI,2,395,623.59
"10610-2305220210--32301,-31669-2-13445-2305230150",410.91,flydubai > flydubai > Wizz Air,Colombo Bandaranayake > Dubai > Riyadh,CMB > DXB > RUH,Dubai > Riyadh > Larnaca,DXB > RUH > LCA,2023-05-22 02:10:00,2023-05-23 01:50:00,CMB,LCA,3,620,767.58
10610-2305220210--32301-3-13938-2305222350,808.27,flydubai > flydubai > flydubai > flydubai,Colombo Bandaranayake > Dubai > Jeddah > Dubai,CMB > DXB > JED > DXB,Dubai > Jeddah > Dubai > Muscat,DXB > JED > DXB > MCT,2023-05-22 02:10:00,2023-05-22 23:50:00,CMB,MCT,4,720,1248.27
10610-2305220720--31821-0-14155-2305220815,190.85,SriLankan Airlines,Colombo Bandaranayake,CMB,Velana International,MLE,2023-05-22 07:20:00,2023-05-22 08:15:00,CMB,MLE,1,85,269.18
"10610-2305220210--32301,-31757-3-14213-2305240550",1259.59,flydubai > flydubai > Scoot > Scoot,Colombo Bandaranayake > Dubai > Jeddah > Singapore Changi,CMB > DXB > JED > SIN,Dubai > Jeddah > Singapore Changi > Manila Ninoy Aquino,DXB > JED > SIN > MNL,2023-05-22 02:10:00,2023-05-24 05:50:00,CMB,MNL,4,1305,1894.59
"10610-2305221435--32213,-31714-3-25715-2305231600",550.33,IndiGo > IndiGo > Uzbekistan Airways > Uzbekistan Airways,Colombo Bandaranayake > Bengaluru > Indira Gandhi International  > Tashkent,CMB > BLR > DEL > TAS,Bengaluru > Indira Gandhi International  > Tashkent > Astana Nursultan Nazarbayev,BLR > DEL > TAS > NQZ,2023-05-22 14:35:00,2023-05-23 16:00:00,CMB,NQZ,4,535,928.66
10610-2305220005--32080-1-14788-2305230740,489.2,Malaysia Airlines > Malaysia Airlines,Colombo Bandaranayake > Kuala Lumpur International,CMB > KUL,Kuala Lumpur International > Tokyo Narita,KUL > NRT,2023-05-22 00:05:00,2023-05-23 07:40:00,CMB,NRT,2,655,807.53
10610-2305222120--32442-1-15277-2305231300,488.99,China Eastern > China Eastern,Colombo Bandaranayake > Shanghai Hongqiao,CMB > SHA,Shanghai PuDong > Beijing Capital,PVG > PEK,2023-05-22 21:20:00,2023-05-23 13:00:00,CMB,PEK,2,550,772.32
10610-2305222255--32611-1-15458-2305231245,162.99,AirAsia > AirAsia,Colombo Bandaranayake > Kuala Lumpur International,CMB > KUL,Kuala Lumpur International > Phnom Penh,KUL > PNH,2023-05-22 22:55:00,2023-05-23 12:45:00,CMB,PNH,2,335,374.66
10610-2305221815--31821-0-16029-2305222115,411.13,SriLankan Airlines,Colombo Bandaranayake,CMB,Riyadh,RUH,2023-05-22 18:15:00,2023-05-22 21:15:00,CMB,RUH,1,330,571.13
10610-2305220005--32080-1-16292-2305220905,238.21,Malaysia Airlines > Malaysia Airlines,Colombo Bandaranayake > Kuala Lumpur International,CMB > KUL,Kuala Lumpur International > Singapore Changi,KUL > SIN,2023-05-22 00:05:00,2023-05-22 09:05:00,CMB,SIN,2,300,438.21
10610-2305220500--32714-1-16759-2305221320,463.86,Air Arabia > Air Arabia,Colombo Bandaranayake > Sharjah,CMB > SHJ,Sharjah > Tashkent,SHJ > TAS,2023-05-22 05:00:00,2023-05-22 13:20:00,CMB,TAS,2,470,720.53
10610-2305220500--32714-1-16785-2305221640,368.5,Air Arabia > Air Arabia,Colombo Bandaranayake > Sharjah,CMB > SHJ,Sharjah > Tbilisi,SHJ > TBS,2023-05-22 05:00:00,2023-05-22 16:40:00,CMB,TBS,2,460,621.83
10610-2305220210--32301-1-16995-2305221220,459.71,flydubai > flydubai,Colombo Bandaranayake > Dubai,CMB > DXB,Dubai > Ben Gurion Intl,DXB > TLV,2023-05-22 02:10:00,2023-05-22 12:20:00,CMB,TLV,2,495,724.71
"10610-2305222255--32611,-32709-1-17075-2305231440",213.0,AirAsia > AirAsia X,Colombo Bandaranayake > Kuala Lumpur International,CMB > KUL,Kuala Lumpur International > Taipei Taiwan Taoyuan,KUL > TPE,2023-05-22 22:55:00,2023-05-23 14:40:00,CMB,TPE,2,520,486.33
